Resume Preview,Java Developer_0,Java Developer_1,Java Developer_2,DevOps Engineer_3,DevOps Engineer_4,DevOps Engineer_5,Python Developer_6,Python Developer_7,Python Developer_8,Operations Manager_9,Operations Manager_10,Operations Manager_11,Network Security Engineer_12,Network Security Engineer_13,Network Security Engineer_14,Testing_15,Testing_16,Testing_17,Civil Engineer_18,Civil Engineer_19,Civil Engineer_20,Automation Testing_21,Automation Testing_22,Automation Testing_23,Business Analyst_24,Business Analyst_25,Business Analyst_26,Advocate_27,Advocate_28,Advocate_29,Blockchain_30,Blockchain_31,Blockchain_32,Mechanical Engineer_33,Mechanical Engineer_34,Mechanical Engineer_35,SAP Developer_36,SAP Developer_37,SAP Developer_38,Health and fitness_39,Health and fitness_40,Health and fitness_41,Sales_42,Sales_43,Sales_44,Database_45,Database_46,Database_47,Data Science_48,Data Science_49,Data Science_50,Electrical Engineering_51,Electrical Engineering_52,Electrical Engineering_53,Web Designing_54,Web Designing_55,Web Designing_56,DotNet Developer_57,DotNet Developer_58,DotNet Developer_59,Hadoop_60,Hadoop_61,Hadoop_62,PMO_63,PMO_64,PMO_65,HR_66,HR_67,HR_68,Arts_69,Arts_70,Arts_71,ETL Developer_72,ETL Developer_73,ETL Developer_74
Computer Skills â¢ Holder of valid KSA license â¢ Basic Computer â¢ MS Office â¢ Autocad 2006Edu...,0.3517,0.3367,0.3781,0.3918,0.4524,0.3604,0.2953,0.393,0.3568,0.4435,0.444,0.438,0.4646,0.4732,0.4663,0.4502,0.4281,0.4354,0.5203,0.539,0.5158,0.4625,0.4725,0.4443,0.3986,0.3997,0.3799,0.4316,0.4377,0.4213,0.4321,0.4185,0.4332,0.4879,0.5118,0.4854,0.4346,0.4052,0.4089,0.4399,0.4435,0.447,0.4761,0.4535,0.4581,0.4442,0.4335,0.4533,0.494,0.4886,0.47,0.5147,0.5247,0.4964,0.4414,0.4499,0.4393,0.4296,0.419,0.4142,0.3677,0.3729,0.3706,0.477,0.4824,0.4653,0.488,0.469,0.4601,0.4703,0.4688,0.4626,0.4335,0.4172,0.4043
COMPUTER KNOWLEDGE â¢ Drafting tools: AutoCAD. â¢ Packages: MS Office Applications â¢ Operating s...,0.4002,0.3571,0.4221,0.3884,0.4393,0.3362,0.3439,0.4477,0.4178,0.4921,0.5044,0.5075,0.5218,0.5327,0.5426,0.5079,0.486,0.4941,0.5817,0.5871,0.6035,0.5343,0.5159,0.5159,0.4264,0.4121,0.4138,0.4495,0.457,0.4453,0.4474,0.4457,0.4582,0.5822,0.5792,0.5884,0.4828,0.4697,0.4666,0.4588,0.4598,0.4735,0.4767,0.4564,0.4598,0.4741,0.4641,0.4838,0.5207,0.493,0.5009,0.543,0.5512,0.5651,0.4863,0.4905,0.4719,0.4685,0.4515,0.4572,0.4104,0.4098,0.396,0.4981,0.4988,0.4895,0.5237,0.504,0.4704,0.5135,0.4913,0.5017,0.4636,0.4648,0.4572
"PERSONAL SKILLS â¢ Passionate towards learning new skills. â¢ Hardworking, sense of responsibility...",0.4224,0.3994,0.5483,0.4155,0.4892,0.4022,0.3895,0.4895,0.5194,0.5256,0.5188,0.5475,0.617,0.6154,0.6218,0.5743,0.5454,0.5694,0.6765,0.6683,0.6681,0.5643,0.543,0.5515,0.5286,0.5201,0.5147,0.5219,0.5144,0.5248,0.5425,0.5425,0.5492,0.6192,0.6126,0.6208,0.5823,0.5654,0.5708,0.4767,0.4707,0.4887,0.5596,0.533,0.5466,0.5526,0.539,0.5618,0.5979,0.5765,0.6014,0.6244,0.6182,0.6261,0.6043,0.5874,0.5942,0.5377,0.5194,0.5292,0.4904,0.4887,0.48,0.5656,0.5642,0.5695,0.6035,0.5929,0.5674,0.582,0.5495,0.5606,0.5431,0.5393,0.5352
"Education Details 
 B.E in Civil Engineering Civil Engineering Chennai, Tamil Nadu Anna University...",0.2746,0.2805,0.2941,0.3062,0.3906,0.2765,0.2408,0.2983,0.2847,0.372,0.3931,0.3565,0.4053,0.4351,0.4261,0.3854,0.3896,0.3734,0.483,0.5084,0.4981,0.358,0.3856,0.3492,0.335,0.3433,0.3222,0.3511,0.3808,0.3414,0.3685,0.3616,0.376,0.4275,0.4676,0.4452,0.3728,0.3639,0.3596,0.3809,0.3957,0.3989,0.3667,0.3616,0.3576,0.3525,0.356,0.3605,0.4213,0.4137,0.3892,0.4548,0.4779,0.4553,0.3297,0.3618,0.3315,0.3538,0.3604,0.345,0.2491,0.2644,0.2607,0.3827,0.3983,0.3752,0.4025,0.3831,0.3727,0.375,0.3893,0.3829,0.3892,0.3875,0.3639
"Education Details 
January 2005 S.S.C  Baramati, Maharashtra M.E.S. Highschool
 B.E. Civil Enginee...",0.4224,0.3889,0.5523,0.3759,0.4707,0.3602,0.3412,0.4147,0.4967,0.491,0.5227,0.53,0.568,0.604,0.5926,0.5068,0.5192,0.5116,0.6506,0.6599,0.6718,0.4733,0.4686,0.4602,0.4544,0.4619,0.4517,0.4477,0.4809,0.4754,0.4691,0.49,0.4849,0.5994,0.6066,0.6113,0.5066,0.5333,0.5151,0.4348,0.4594,0.466,0.4638,0.476,0.47,0.474,0.4865,0.4857,0.5311,0.5172,0.5435,0.5992,0.6186,0.6328,0.5127,0.5393,0.5117,0.4612,0.4909,0.4708,0.446,0.4698,0.4335,0.4798,0.507,0.4958,0.5186,0.5192,0.4877,0.5115,0.5045,0.51,0.469,0.503,0.4869
"SKILLS â¢ 1.Autocad â¢ 2.Pro v â¢ 3.Catia â¢ 4.word, excel â¢ 5.Photoshop INDUSTRIAL EXPOSURE I...",0.3447,0.2741,0.3328,0.352,0.3575,0.2756,0.3136,0.3801,0.3297,0.4442,0.4435,0.453,0.4179,0.4239,0.4357,0.434,0.4058,0.4279,0.491,0.4838,0.5137,0.4712,0.4377,0.4544,0.3807,0.3649,0.3652,0.3727,0.382,0.3757,0.3834,0.3754,0.3981,0.4908,0.4758,0.4894,0.4211,0.4055,0.4172,0.4308,0.4277,0.4464,0.4302,0.421,0.4289,0.4412,0.4273,0.4402,0.4632,0.4362,0.4439,0.4551,0.4532,0.4736,0.434,0.435,0.4319,0.4003,0.3824,0.4024,0.3187,0.3197,0.3089,0.4579,0.4552,0.4536,0.4723,0.444,0.4355,0.4627,0.4439,0.4618,0.3789,0.3697,0.3779
Computer Skills â¢ Holder of valid KSA license â¢ Basic Computer â¢ MS Office â¢ Autocad 2006Edu...,0.3517,0.3367,0.3781,0.3918,0.4524,0.3604,0.2953,0.393,0.3568,0.4435,0.444,0.438,0.4646,0.4732,0.4663,0.4502,0.4281,0.4354,0.5203,0.539,0.5158,0.4625,0.4725,0.4443,0.3986,0.3997,0.3799,0.4316,0.4377,0.4213,0.4321,0.4185,0.4332,0.4879,0.5118,0.4854,0.4346,0.4052,0.4089,0.4399,0.4435,0.447,0.4761,0.4535,0.4581,0.4442,0.4335,0.4533,0.494,0.4886,0.47,0.5147,0.5247,0.4964,0.4414,0.4499,0.4393,0.4296,0.419,0.4142,0.3677,0.3729,0.3706,0.477,0.4824,0.4653,0.488,0.469,0.4601,0.4703,0.4688,0.4626,0.4335,0.4172,0.4043
COMPUTER KNOWLEDGE â¢ Drafting tools: AutoCAD. â¢ Packages: MS Office Applications â¢ Operating s...,0.4002,0.3571,0.4221,0.3884,0.4393,0.3362,0.3439,0.4477,0.4178,0.4921,0.5044,0.5075,0.5218,0.5327,0.5426,0.5079,0.486,0.4941,0.5817,0.5871,0.6035,0.5343,0.5159,0.5159,0.4264,0.4121,0.4138,0.4495,0.457,0.4453,0.4474,0.4457,0.4582,0.5822,0.5792,0.5884,0.4828,0.4697,0.4666,0.4588,0.4598,0.4735,0.4767,0.4564,0.4598,0.4741,0.4641,0.4838,0.5207,0.493,0.5009,0.543,0.5512,0.5651,0.4863,0.4905,0.4719,0.4685,0.4515,0.4572,0.4104,0.4098,0.396,0.4981,0.4988,0.4895,0.5237,0.504,0.4704,0.5135,0.4913,0.5017,0.4636,0.4648,0.4572
"PERSONAL SKILLS â¢ Passionate towards learning new skills. â¢ Hardworking, sense of responsibility...",0.4224,0.3994,0.5483,0.4155,0.4892,0.4022,0.3895,0.4895,0.5194,0.5256,0.5188,0.5475,0.617,0.6154,0.6218,0.5743,0.5454,0.5694,0.6765,0.6683,0.6681,0.5643,0.543,0.5515,0.5286,0.5201,0.5147,0.5219,0.5144,0.5248,0.5425,0.5425,0.5492,0.6192,0.6126,0.6208,0.5823,0.5654,0.5708,0.4767,0.4707,0.4887,0.5596,0.533,0.5466,0.5526,0.539,0.5618,0.5979,0.5765,0.6014,0.6244,0.6182,0.6261,0.6043,0.5874,0.5942,0.5377,0.5194,0.5292,0.4904,0.4887,0.48,0.5656,0.5642,0.5695,0.6035,0.5929,0.5674,0.582,0.5495,0.5606,0.5431,0.5393,0.5352
"Education Details 
 B.E in Civil Engineering Civil Engineering Chennai, Tamil Nadu Anna University...",0.2746,0.2805,0.2941,0.3062,0.3906,0.2765,0.2408,0.2983,0.2847,0.372,0.3931,0.3565,0.4053,0.4351,0.4261,0.3854,0.3896,0.3734,0.483,0.5084,0.4981,0.358,0.3856,0.3492,0.335,0.3433,0.3222,0.3511,0.3808,0.3414,0.3685,0.3616,0.376,0.4275,0.4676,0.4452,0.3728,0.3639,0.3596,0.3809,0.3957,0.3989,0.3667,0.3616,0.3576,0.3525,0.356,0.3605,0.4213,0.4137,0.3892,0.4548,0.4779,0.4553,0.3297,0.3618,0.3315,0.3538,0.3604,0.345,0.2491,0.2644,0.2607,0.3827,0.3983,0.3752,0.4025,0.3831,0.3727,0.375,0.3893,0.3829,0.3892,0.3875,0.3639
"Education Details 
January 2005 S.S.C  Baramati, Maharashtra M.E.S. Highschool
 B.E. Civil Enginee...",0.4224,0.3889,0.5523,0.3759,0.4707,0.3602,0.3412,0.4147,0.4967,0.491,0.5227,0.53,0.568,0.604,0.5926,0.5068,0.5192,0.5116,0.6506,0.6599,0.6718,0.4733,0.4686,0.4602,0.4544,0.4619,0.4517,0.4477,0.4809,0.4754,0.4691,0.49,0.4849,0.5994,0.6066,0.6113,0.5066,0.5333,0.5151,0.4348,0.4594,0.466,0.4638,0.476,0.47,0.474,0.4865,0.4857,0.5311,0.5172,0.5435,0.5992,0.6186,0.6328,0.5127,0.5393,0.5117,0.4612,0.4909,0.4708,0.446,0.4698,0.4335,0.4798,0.507,0.4958,0.5186,0.5192,0.4877,0.5115,0.5045,0.51,0.469,0.503,0.4869
"SKILLS â¢ 1.Autocad â¢ 2.Pro v â¢ 3.Catia â¢ 4.word, excel â¢ 5.Photoshop INDUSTRIAL EXPOSURE I...",0.3447,0.2741,0.3328,0.352,0.3575,0.2756,0.3136,0.3801,0.3297,0.4442,0.4435,0.453,0.4179,0.4239,0.4357,0.434,0.4058,0.4279,0.491,0.4838,0.5137,0.4712,0.4377,0.4544,0.3807,0.3649,0.3652,0.3727,0.382,0.3757,0.3834,0.3754,0.3981,0.4908,0.4758,0.4894,0.4211,0.4055,0.4172,0.4308,0.4277,0.4464,0.4302,0.421,0.4289,0.4412,0.4273,0.4402,0.4632,0.4362,0.4439,0.4551,0.4532,0.4736,0.434,0.435,0.4319,0.4003,0.3824,0.4024,0.3187,0.3197,0.3089,0.4579,0.4552,0.4536,0.4723,0.444,0.4355,0.4627,0.4439,0.4618,0.3789,0.3697,0.3779
Computer Skills â¢ Holder of valid KSA license â¢ Basic Computer â¢ MS Office â¢ Autocad 2006Edu...,0.3517,0.3367,0.3781,0.3918,0.4524,0.3604,0.2953,0.393,0.3568,0.4435,0.444,0.438,0.4646,0.4732,0.4663,0.4502,0.4281,0.4354,0.5203,0.539,0.5158,0.4625,0.4725,0.4443,0.3986,0.3997,0.3799,0.4316,0.4377,0.4213,0.4321,0.4185,0.4332,0.4879,0.5118,0.4854,0.4346,0.4052,0.4089,0.4399,0.4435,0.447,0.4761,0.4535,0.4581,0.4442,0.4335,0.4533,0.494,0.4886,0.47,0.5147,0.5247,0.4964,0.4414,0.4499,0.4393,0.4296,0.419,0.4142,0.3677,0.3729,0.3706,0.477,0.4824,0.4653,0.488,0.469,0.4601,0.4703,0.4688,0.4626,0.4335,0.4172,0.4043
COMPUTER KNOWLEDGE â¢ Drafting tools: AutoCAD. â¢ Packages: MS Office Applications â¢ Operating s...,0.4002,0.3571,0.4221,0.3884,0.4393,0.3362,0.3439,0.4477,0.4178,0.4921,0.5044,0.5075,0.5218,0.5327,0.5426,0.5079,0.486,0.4941,0.5817,0.5871,0.6035,0.5343,0.5159,0.5159,0.4264,0.4121,0.4138,0.4495,0.457,0.4453,0.4474,0.4457,0.4582,0.5822,0.5792,0.5884,0.4828,0.4697,0.4666,0.4588,0.4598,0.4735,0.4767,0.4564,0.4598,0.4741,0.4641,0.4838,0.5207,0.493,0.5009,0.543,0.5512,0.5651,0.4863,0.4905,0.4719,0.4685,0.4515,0.4572,0.4104,0.4098,0.396,0.4981,0.4988,0.4895,0.5237,0.504,0.4704,0.5135,0.4913,0.5017,0.4636,0.4648,0.4572
"PERSONAL SKILLS â¢ Passionate towards learning new skills. â¢ Hardworking, sense of responsibility...",0.4224,0.3994,0.5483,0.4155,0.4892,0.4022,0.3895,0.4895,0.5194,0.5256,0.5188,0.5475,0.617,0.6154,0.6218,0.5743,0.5454,0.5694,0.6765,0.6683,0.6681,0.5643,0.543,0.5515,0.5286,0.5201,0.5147,0.5219,0.5144,0.5248,0.5425,0.5425,0.5492,0.6192,0.6126,0.6208,0.5823,0.5654,0.5708,0.4767,0.4707,0.4887,0.5596,0.533,0.5466,0.5526,0.539,0.5618,0.5979,0.5765,0.6014,0.6244,0.6182,0.6261,0.6043,0.5874,0.5942,0.5377,0.5194,0.5292,0.4904,0.4887,0.48,0.5656,0.5642,0.5695,0.6035,0.5929,0.5674,0.582,0.5495,0.5606,0.5431,0.5393,0.5352
"Education Details 
 B.E in Civil Engineering Civil Engineering Chennai, Tamil Nadu Anna University...",0.2746,0.2805,0.2941,0.3062,0.3906,0.2765,0.2408,0.2983,0.2847,0.372,0.3931,0.3565,0.4053,0.4351,0.4261,0.3854,0.3896,0.3734,0.483,0.5084,0.4981,0.358,0.3856,0.3492,0.335,0.3433,0.3222,0.3511,0.3808,0.3414,0.3685,0.3616,0.376,0.4275,0.4676,0.4452,0.3728,0.3639,0.3596,0.3809,0.3957,0.3989,0.3667,0.3616,0.3576,0.3525,0.356,0.3605,0.4213,0.4137,0.3892,0.4548,0.4779,0.4553,0.3297,0.3618,0.3315,0.3538,0.3604,0.345,0.2491,0.2644,0.2607,0.3827,0.3983,0.3752,0.4025,0.3831,0.3727,0.375,0.3893,0.3829,0.3892,0.3875,0.3639
"Education Details 
January 2005 S.S.C  Baramati, Maharashtra M.E.S. Highschool
 B.E. Civil Enginee...",0.4224,0.3889,0.5523,0.3759,0.4707,0.3602,0.3412,0.4147,0.4967,0.491,0.5227,0.53,0.568,0.604,0.5926,0.5068,0.5192,0.5116,0.6506,0.6599,0.6718,0.4733,0.4686,0.4602,0.4544,0.4619,0.4517,0.4477,0.4809,0.4754,0.4691,0.49,0.4849,0.5994,0.6066,0.6113,0.5066,0.5333,0.5151,0.4348,0.4594,0.466,0.4638,0.476,0.47,0.474,0.4865,0.4857,0.5311,0.5172,0.5435,0.5992,0.6186,0.6328,0.5127,0.5393,0.5117,0.4612,0.4909,0.4708,0.446,0.4698,0.4335,0.4798,0.507,0.4958,0.5186,0.5192,0.4877,0.5115,0.5045,0.51,0.469,0.503,0.4869
"SKILLS â¢ 1.Autocad â¢ 2.Pro v â¢ 3.Catia â¢ 4.word, excel â¢ 5.Photoshop INDUSTRIAL EXPOSURE I...",0.3447,0.2741,0.3328,0.352,0.3575,0.2756,0.3136,0.3801,0.3297,0.4442,0.4435,0.453,0.4179,0.4239,0.4357,0.434,0.4058,0.4279,0.491,0.4838,0.5137,0.4712,0.4377,0.4544,0.3807,0.3649,0.3652,0.3727,0.382,0.3757,0.3834,0.3754,0.3981,0.4908,0.4758,0.4894,0.4211,0.4055,0.4172,0.4308,0.4277,0.4464,0.4302,0.421,0.4289,0.4412,0.4273,0.4402,0.4632,0.4362,0.4439,0.4551,0.4532,0.4736,0.434,0.435,0.4319,0.4003,0.3824,0.4024,0.3187,0.3197,0.3089,0.4579,0.4552,0.4536,0.4723,0.444,0.4355,0.4627,0.4439,0.4618,0.3789,0.3697,0.3779
Computer Skills â¢ Holder of valid KSA license â¢ Basic Computer â¢ MS Office â¢ Autocad 2006Edu...,0.3517,0.3367,0.3781,0.3918,0.4524,0.3604,0.2953,0.393,0.3568,0.4435,0.444,0.438,0.4646,0.4732,0.4663,0.4502,0.4281,0.4354,0.5203,0.539,0.5158,0.4625,0.4725,0.4443,0.3986,0.3997,0.3799,0.4316,0.4377,0.4213,0.4321,0.4185,0.4332,0.4879,0.5118,0.4854,0.4346,0.4052,0.4089,0.4399,0.4435,0.447,0.4761,0.4535,0.4581,0.4442,0.4335,0.4533,0.494,0.4886,0.47,0.5147,0.5247,0.4964,0.4414,0.4499,0.4393,0.4296,0.419,0.4142,0.3677,0.3729,0.3706,0.477,0.4824,0.4653,0.488,0.469,0.4601,0.4703,0.4688,0.4626,0.4335,0.4172,0.4043
COMPUTER KNOWLEDGE â¢ Drafting tools: AutoCAD. â¢ Packages: MS Office Applications â¢ Operating s...,0.4002,0.3571,0.4221,0.3884,0.4393,0.3362,0.3439,0.4477,0.4178,0.4921,0.5044,0.5075,0.5218,0.5327,0.5426,0.5079,0.486,0.4941,0.5817,0.5871,0.6035,0.5343,0.5159,0.5159,0.4264,0.4121,0.4138,0.4495,0.457,0.4453,0.4474,0.4457,0.4582,0.5822,0.5792,0.5884,0.4828,0.4697,0.4666,0.4588,0.4598,0.4735,0.4767,0.4564,0.4598,0.4741,0.4641,0.4838,0.5207,0.493,0.5009,0.543,0.5512,0.5651,0.4863,0.4905,0.4719,0.4685,0.4515,0.4572,0.4104,0.4098,0.396,0.4981,0.4988,0.4895,0.5237,0.504,0.4704,0.5135,0.4913,0.5017,0.4636,0.4648,0.4572
"PERSONAL SKILLS â¢ Passionate towards learning new skills. â¢ Hardworking, sense of responsibility...",0.4224,0.3994,0.5483,0.4155,0.4892,0.4022,0.3895,0.4895,0.5194,0.5256,0.5188,0.5475,0.617,0.6154,0.6218,0.5743,0.5454,0.5694,0.6765,0.6683,0.6681,0.5643,0.543,0.5515,0.5286,0.5201,0.5147,0.5219,0.5144,0.5248,0.5425,0.5425,0.5492,0.6192,0.6126,0.6208,0.5823,0.5654,0.5708,0.4767,0.4707,0.4887,0.5596,0.533,0.5466,0.5526,0.539,0.5618,0.5979,0.5765,0.6014,0.6244,0.6182,0.6261,0.6043,0.5874,0.5942,0.5377,0.5194,0.5292,0.4904,0.4887,0.48,0.5656,0.5642,0.5695,0.6035,0.5929,0.5674,0.582,0.5495,0.5606,0.5431,0.5393,0.5352
"Education Details 
August 2010 to May 2017 BE Electronics & Communication Jabalpur, Madhya Pradesh ...",0.4742,0.4589,0.6199,0.3539,0.4921,0.3803,0.3444,0.4421,0.4943,0.4619,0.4691,0.4927,0.5205,0.5384,0.5289,0.5005,0.4993,0.5053,0.5062,0.5313,0.5116,0.4532,0.4623,0.4503,0.4274,0.4461,0.4354,0.4402,0.4426,0.4507,0.4669,0.4786,0.483,0.4815,0.513,0.4917,0.4946,0.4974,0.4916,0.4122,0.4223,0.4291,0.4993,0.4855,0.4954,0.4746,0.4794,0.4976,0.4944,0.4924,0.509,0.5244,0.5501,0.5304,0.5529,0.5535,0.5504,0.4996,0.501,0.496,0.4555,0.4635,0.4547,0.4766,0.5006,0.5014,0.5087,0.5191,0.5058,0.4969,0.4848,0.4864,0.4996,0.5118,0.496
"Technical Skills (Trained / Project Acquired Skills) â¢ Languages Known: C, C++, J2EE, Spring, Hibe...",0.5559,0.4224,0.5375,0.3455,0.4028,0.3204,0.4115,0.398,0.3981,0.4919,0.4966,0.4854,0.4531,0.4611,0.4671,0.4971,0.4761,0.4874,0.4796,0.4607,0.4995,0.4671,0.4492,0.4629,0.4652,0.4509,0.4447,0.437,0.455,0.4224,0.4533,0.4523,0.4747,0.4851,0.4794,0.4981,0.48,0.4855,0.4909,0.4539,0.4546,0.4742,0.4614,0.4774,0.4794,0.5458,0.5341,0.5264,0.5471,0.5288,0.5059,0.4834,0.4704,0.4759,0.4576,0.4718,0.4631,0.4581,0.4623,0.468,0.4116,0.4171,0.3947,0.4893,0.497,0.4969,0.5207,0.4932,0.482,0.4569,0.4379,0.4542,0.4188,0.4182,0.3946
"TECHNICAL SKILLS Skills: Java, SQL, PL/SQL, C, C++, BootStrap, JSP, Ext JS Operating Systems: Window...",0.6398,0.5552,0.6424,0.4839,0.5575,0.4607,0.4712,0.5361,0.5385,0.5826,0.578,0.5737,0.5465,0.5545,0.5528,0.5747,0.5584,0.5525,0.5257,0.5406,0.5303,0.5711,0.5713,0.5535,0.4793,0.4926,0.4681,0.5414,0.5437,0.5224,0.5245,0.5248,0.5264,0.5416,0.5603,0.5474,0.5981,0.595,0.5811,0.5045,0.5131,0.5026,0.5801,0.576,0.5691,0.6475,0.639,0.6395,0.6399,0.6406,0.6084,0.5488,0.551,0.5354,0.5943,0.5993,0.5822,0.6065,0.5969,0.5867,0.4882,0.4996,0.4718,0.5664,0.5871,0.5564,0.6169,0.6207,0.5803,0.5773,0.5678,0.5446,0.5419,0.5423,0.5006
"TECHNICAL STRENGTHS Computer Language Java/J2EE, Swift, HTML, Shell script, MySQL Databases MySQL To...",0.5209,0.3964,0.5094,0.4245,0.3673,0.3363,0.3962,0.462,0.4839,0.41,0.4151,0.4014,0.3793,0.3917,0.3943,0.3974,0.3894,0.3832,0.3775,0.3782,0.3939,0.4299,0.4262,0.4121,0.3304,0.3359,0.3186,0.3634,0.3834,0.3593,0.4109,0.419,0.4315,0.3845,0.3937,0.3868,0.3904,0.3904,0.3867,0.361,0.3683,0.3734,0.4036,0.4145,0.4086,0.4809,0.4761,0.4702,0.4816,0.4875,0.4568,0.3878,0.3934,0.3888,0.4222,0.4394,0.4219,0.3994,0.3965,0.3952,0.3682,0.381,0.355,0.3813,0.4007,0.3868,0.4294,0.4152,0.3976,0.3604,0.3604,0.3554,0.3458,0.3494,0.3216
"Education Details 
January 2013 Master of Engineering Information Technology Pune, Maharashtra M.I....",0.5495,0.479,0.5933,0.3681,0.4438,0.3773,0.3652,0.4463,0.4684,0.4633,0.4934,0.4855,0.5076,0.5401,0.528,0.4662,0.4713,0.4516,0.4606,0.4894,0.4881,0.4294,0.4354,0.4217,0.4241,0.4365,0.4212,0.4723,0.4841,0.4578,0.5333,0.5515,0.5366,0.4803,0.4993,0.5003,0.4968,0.5181,0.4784,0.4232,0.443,0.4245,0.4611,0.4542,0.4419,0.5124,0.5163,0.5252,0.6019,0.5851,0.5756,0.5056,0.5203,0.4998,0.4993,0.5195,0.4727,0.5062,0.5219,0.4833,0.462,0.4786,0.4396,0.4652,0.4927,0.4482,0.5087,0.5203,0.4542,0.4882,0.4813,0.4598,0.4546,0.4788,0.428
"Education Details 
 BE IT   pjlce
Java Developer 

Java Developer
Skill Details 
c++- Exprienc...",0.5706,0.5348,0.6904,0.398,0.4307,0.3769,0.4664,0.4915,0.5691,0.4845,0.4995,0.4987,0.4543,0.4733,0.4724,0.4883,0.4869,0.4814,0.4449,0.4605,0.4649,0.4407,0.445,0.4423,0.4515,0.4659,0.4446,0.4502,0.4589,0.4342,0.4757,0.4768,0.4813,0.4424,0.4588,0.4541,0.5311,0.5444,0.5197,0.4167,0.4246,0.4182,0.4823,0.475,0.4706,0.5222,0.52,0.5288,0.5606,0.5366,0.5352,0.4839,0.4765,0.4607,0.5279,0.5368,0.5189,0.5191,0.5378,0.5092,0.4061,0.4158,0.4011,0.5108,0.5326,0.5031,0.5417,0.544,0.4988,0.5053,0.4962,0.4815,0.4925,0.5056,0.4619
"TECHNICALSKILLS SpringMVC, Hibernate, JDBC, Java, J2EE, AzureWeb SunTechnologies Services, JSP, Stru...",0.6179,0.539,0.5415,0.376,0.3613,0.361,0.3833,0.4745,0.418,0.3801,0.3951,0.3799,0.3429,0.3633,0.3613,0.3927,0.3883,0.3795,0.3296,0.3629,0.3546,0.3757,0.392,0.3712,0.3169,0.3346,0.3051,0.3745,0.3904,0.3535,0.3812,0.3833,0.3841,0.3389,0.3782,0.3495,0.4031,0.3973,0.3816,0.3837,0.3944,0.3737,0.4153,0.4044,0.3961,0.4627,0.463,0.4757,0.4485,0.4489,0.4087,0.3761,0.3927,0.3506,0.4803,0.499,0.4702,0.4663,0.4674,0.446,0.3421,0.3582,0.3422,0.3983,0.422,0.3854,0.4266,0.4248,0.3933,0.4005,0.4109,0.3869,0.3497,0.3518,0.3129
"TECHNICALSKILLS SpringMVC, Hibernate, JDBC, Java, J2EE, AzureWeb SunTechnologies Services, JSP, Stru...",0.6179,0.539,0.5415,0.376,0.3613,0.361,0.3833,0.4745,0.418,0.3801,0.3951,0.3799,0.3429,0.3633,0.3613,0.3927,0.3883,0.3795,0.3296,0.3629,0.3546,0.3757,0.392,0.3712,0.3169,0.3346,0.3051,0.3745,0.3904,0.3535,0.3812,0.3833,0.3841,0.3389,0.3782,0.3495,0.4031,0.3973,0.3816,0.3837,0.3944,0.3737,0.4153,0.4044,0.3961,0.4627,0.463,0.4757,0.4485,0.4489,0.4087,0.3761,0.3927,0.3506,0.4803,0.499,0.4702,0.4663,0.4674,0.446,0.3421,0.3582,0.3422,0.3983,0.422,0.3854,0.4266,0.4248,0.3933,0.4005,0.4109,0.3869,0.3497,0.3518,0.3129
"Operating Systems Windows XP, 7, 10. Tools/Packages Visual Basic 6.0, UML, Packet Tracer Web technol...",0.5989,0.4976,0.5828,0.3736,0.4171,0.3894,0.3844,0.4459,0.452,0.4981,0.5117,0.485,0.4695,0.4908,0.4805,0.4504,0.4525,0.43,0.4163,0.4236,0.4359,0.4358,0.4427,0.421,0.3751,0.3913,0.3614,0.4184,0.4422,0.399,0.4443,0.4552,0.4486,0.4173,0.4389,0.4291,0.4508,0.463,0.4473,0.4334,0.4526,0.4289,0.4418,0.4605,0.4447,0.5319,0.5357,0.5136,0.5366,0.536,0.4943,0.4265,0.4327,0.4155,0.4651,0.4986,0.4584,0.4678,0.4796,0.46,0.4157,0.4314,0.392,0.4682,0.4971,0.4622,0.4884,0.4894,0.4539,0.4357,0.4451,0.4179,0.3813,0.3899,0.3459
"Computer Skills: Languages And Script: JSP, Servlet, HTML, CSS, Java Script, Jquery, Ajax, Spring, H...",0.6167,0.524,0.6119,0.3546,0.3866,0.3389,0.4215,0.4471,0.466,0.4365,0.4506,0.4269,0.3899,0.4067,0.4003,0.4406,0.4424,0.4271,0.3772,0.387,0.3894,0.4091,0.4164,0.4072,0.3564,0.3733,0.3477,0.4076,0.4256,0.3832,0.4212,0.4291,0.4253,0.3503,0.3827,0.3621,0.453,0.4696,0.448,0.3719,0.3876,0.3656,0.4473,0.4632,0.445,0.5175,0.5241,0.508,0.5012,0.4972,0.4611,0.4101,0.4204,0.3878,0.5057,0.5276,0.4967,0.4918,0.507,0.4883,0.3771,0.3948,0.3656,0.441,0.4692,0.4418,0.4838,0.4871,0.4498,0.4432,0.4415,0.418,0.4051,0.4266,0.3739
